Sent_id,sentence,term1,b1,e1,term2,b2,e2,cause sentence-relation score,sentence clarity,cause crowd training score for 0.1 neg/pos thresh,cause crowd training score for 0.2 neg/pos thresh,cause crowd training score for 0.3 neg/pos thresh,cause crowd training score for 0.4 neg/pos thresh,cause crowd training score for 0.5 neg/pos thresh,cause crowd training score for 0.6 neg/pos thresh,cause crowd training score for 0.7 neg/pos thresh,cause crowd training score for 0.8 neg/pos thresh,cause crowd training score for 0.9 neg/pos thresh,cause baseline training score,cause single training score,distant supervision term1,distant supervision term2,UMLS seed relation
907385,"The results show that the FLUORIDE ION concentration is sufficient (0.7 1.0 ppm F ) to prevent CARIES only in very few parts of Lower Austria, Upper Austria, Salzburg, Tirol, Carinthia, and Styria.",CARIES,95,100,FLUORIDE ION,26,38,0,0.9931270663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CARIES,FLUORIDE ION,RO-may_prevent
907386,The choice of the antiarrhythmic treatment must always be based on the type of ARRHYTHMIA the presence of a structural cardiopathy and the potential side effects of the ANTIARRHYTHMIC drug.,ARRHYTHMIA,79,88,ANTIARRHYTHMIC,169,183,0.4961389384,0.7442084075,0.9160231564,0.90552605095,0.892029772514286,0.8740347346,-0.85115831848,-0.8759652654,-0.8936845132,-0.90697394905,-0.917310176933333,-1,1,ARRHYTHMIA,ANTIARRHYTHMIC,RO-may_prevent
907396,The use of PHENYTOIN in headache syndromes and in prevention of POST-TRAUMATIC EPILEPSY is discussed,POST-TRAUMATIC EPILEPSY,64,87,PHENYTOIN,11,20,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,POST-TRAUMATIC EPILEPSY,PHENYTOIN,RO-may_prevent
907397,There was no difference in the rate of regression of sensory anesthesia or the development of PAIN among patients receiving BUPIVACAINE alone or bupivacaine with fentanyl,PAIN,94,98,BUPIVACAINE,124,135,0.91914503,0.91914503,0.986524171666667,0.984839693125,0.982673935,0.9797862575,0.975743509,0.96967938625,0.959572515,0.9393587725,0.878717545,-1,1,PAIN,BUPIVACAINE,RO-may_prevent
907404,"Rationale: ? The combination of heparin and ASPIRIN in ACS reduces the incidence of MI during the in hospital period, and LMWHs reduce cardiac events and the need for revascularization procedures.",MI,84,85,ASPIRIN,44,51,0,0.968495997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MI,ASPIRIN,RO-may_prevent
907406,51   The identification of neurotransmitter pathways involved in chemotherapy INDUCED NAUSEA AND VOMITING led to development of potent ANTIEMETICS such as the serotonin antagonists ondansetron and granisetron.,INDUCED NAUSEA AND VOMITING,78,104,ANTIEMETICS,135,146,0.6030226892,0.7537783614,0.933837114866667,0.925566754225,0.9149334334,0.9007556723,0.88090680676,0.85113350845,-0.870780852314286,-0.886933245775,-0.899496218466667,-1,1,VOMITING,ANTIEMETICS,RO-may_prevent
907439,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,54,74,ANTIARRHYTHMIC DRUGS,130,150,0.2156655464,0.8626621856,0.869277591066667,0.85293728995,-0.8921672268,-0.9191254201,-0.93530033608,-0.9460836134,-0.953785954342857,-0.95956271005,-0.964055742266667,-1,1,ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS,RO-may_prevent
907445,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,117,128,ACTIVE FORM OF VITAMIN D,71,95,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,OSTEOPOROSIS,VITAMIN D,RO-may_prevent
907449,The lower incidence of EMESIS recorded by the ONDANSETRON groups compared with the droperidol group was not statistically significant.,EMESIS,23,28,ONDANSETRON,46,57,0.2519763153,0.8819171037,0.875329385883333,0.85974555911875,-0.87401184235,-0.9055088817625,-0.92440710541,-0.937005921175,-0.946005075292857,-0.95275444088125,-0.95800394745,-1,-1,EMESIS,ONDANSETRON,RO-may_prevent
907453,The results suggest that the low serum vitamin A levels in primary biliary cirrhosis are not a consequence of VITAMIN A DEFICIENCY but instead reflect a DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER.,VITAMIN A DEFICIENCY,110,129,DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER,153,203,0.5303300859,0.5303300859,0.921721680983333,0.91193689110625,0.899356446978571,0.882582521475,0.85909902577,-0.867417478525,-0.886357838735714,-0.90056310889375,-0.91161165235,-1,1,VITAMIN A DEFICIENCY,VITAMIN A,RO-may_prevent
907476,ERYTHROMYCIN failure in the treatment of SYPHILIS in a pregnant woman.,SYPHILIS,41,48,ERYTHROMYCIN,0,12,0.1203858531,0.9630868247,0.853397642183333,-0.909710610175,-0.93980707345,-0.9548553050875,-0.96388424407,-0.969903536725,-0.974203031478571,-0.97742765254375,-0.97993569115,-1,-1,SYPHILIS,ERYTHROMYCIN,RO-may_treat
907481,"Clonidine, oxymetazoline, tetrahydozoline, brimonidine, tizanidine; barbiturates; opioids; benzodiazepines  Give naloxone for suspected OPIOID OVERDOSE; consider FLUMAZENIL for benzodiazepine overdose Cholinergic (pinpoint pupils; variable HR; sweaty skin; abdominal cramps and diarrhea)  Organophosphate and carbamate insecticides; chemical warfare nerve agents  Give atropine and pralidoxime; obtain measurements of serum and RBC cholinesterase activity Anticholinergic (agitation; delirium; dilated pupils; tachycardia; decreased peristalsis; dry, flushed skin)  Atropine and related drugs; antihistamines; carbamazepine; phenothiazines; tricyclic antidepressants  Obtain immediate ECG.",FLUMAZENIL,162,172,OPIOID OVERDOSE,136,151,0.4423258685,0.5897678246,0.907054311416667,0.89543610034375,0.880498400392857,0.860581467125,-0.86730223945,-0.889418532875,-0.905215885321428,-0.91706389965625,-0.926279021916667,-1,-1,OVERDOSE,FLUMAZENIL,RO-may_treat
907486,"1]  Lindholm LH, Ibsen H, Dahlof B, Devereux RB, Beevers G, de Faire U, et al. Cardiovascular morbidity and mortality in patients with diabetes in the LOSARTAN INTERVENTION FOR ENDPOINT reduction in HYPERTENSION study (LIFE): a randomised trial against atenolol.",HYPERTENSION,199,210,LOSARTAN INTERVENTION FOR ENDPOINT,151,185,0.4472135955,0.894427191,0.907868932583333,0.89635254915625,0.881545770464286,0.861803398875,-0.86583592135,-0.888196601125,-0.90416851525,-0.91614745084375,-0.92546440075,-1,-1,HYPERTENSION,LOSARTAN,RO-may_treat
907491,"Other agents used in the second line treatment of HYPERCALCEMIA OF MALIGNANCY include plicamycin, CALCITONIN gallium nitrate, and the glucocorticoids.",HYPERCALCEMIA OF MALIGNANCY,50,76,CALCITONIN,98,108,0.089802651,0.9878291611,-0.8652960235,-0.93264801175,-0.9550986745,-0.966324005875,-0.9730592047,-0.97754933725,-0.980756574785714,-0.9831620029375,-0.9850328915,-1,-1,HYPERCALCEMIA,CALCITONIN,RO-may_treat
907492,"Weiss RB, Freiman J, Kweder SL, et al. Hemolytic anemia after FLUDARABINE THERAPY for CHRONIC LYMPHOCYTIC LEUKEMIA",CHRONIC LYMPHOCYTIC LEUKEMIA,86,113,FLUDARABINE THERAPY,62,81,0,0.979957887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CHRONIC LYMPHOCYTIC LEUKEMIA,FLUDARABINE,RO-may_treat
907497,17of 18 women with hirsutism treated with combination therapy of FLUTAMIDE 250 mg twice daily and an oral contraceptive pill had a rapid and marked reduction in their HIRSUTISM score.,HIRSUTISM,167,176,FLUTAMIDE,65,74,0,0.9965457582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HIRSUTISM,FLUTAMIDE,RO-may_treat
907499,Aldactone and ACEBUTOLOL in treatment of HYPERTENSION,HYPERTENSION,41,52,ACEBUTOLOL,14,24,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HYPERTENSION,ACEBUTOLOL,RO-may_treat
907500,"Lipton RB, Stewart WF, Ryan RE et al. Efficacy and safety of ACETAMINOPHEN aspirin, and caffeine in alleviating MIGRAINE HEADACHE PAIN",MIGRAINE HEADACHE PAIN,112,133,ACETAMINOPHEN,61,74,0,0.9938837347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,PAIN,ACETAMINOPHEN,RO-may_treat
907503,Alendronate is used alone or in fixed combination with CHOLECALCIFEROL (vitamin D 3 ) for treatment of OSTEOPOROSIS in postmenopausal women,OSTEOPOROSIS,103,115,CHOLECALCIFEROL,55,70,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,OSTEOPOROSIS,CHOLECALCIFEROL,RO-may_treat
907508,Fluconazole compared with AMPHOTERICIN B plus flucytosine for CRYPTOCOCCAL MENINGITIS in AIDS: a randomized trial.,CRYPTOCOCCAL MENINGITIS,62,84,AMPHOTERICIN B,26,40,0,0.9649012814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,RO-may_treat
907509,"Ayestaran A, Lopez R, Montoro JB et al. Pharmacokinetics of conventional formulation versus fat emulsion formulation of AMPHOTERICIN B in a group of patients with NEUTROPENIA",NEUTROPENIA,163,174,AMPHOTERICIN B,120,134,0.2828427125,0.8485281374,0.880473785416667,0.86553300859375,-0.85857864375,-0.8939339828125,-0.91514718625,-0.929289321875,-0.939390847321429,-0.94696699140625,-0.952859547916667,-1,-1,NEUTROPENIA,AMPHOTERICIN B,RO-may_treat
907512,"Stumpe KO, Haworth D, Hoglund C et al et al. Comparison of the angiotensin II receptor antagonist, irbesartan, and ATENOLOL for the treatment of HYPERTENSION",HYPERTENSION,145,157,ATENOLOL,115,123,0,0.9855274567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HYPERTENSION,ATENOLOL,RO-may_treat
907513,"Jones P, Kafonek S, Laurora I et al. Comparative dose efficacy study of atorvastatin versus lovastatin, pravastatin, LOVASTATIN and fluvastatin in patients with HYPERCHOLESTEROLEMIA (the CURVES study.",HYPERCHOLESTEROLEMIA,161,180,LOVASTATIN,117,127,0.1078327732,0.9704949588,0.8513054622,-0.9191254201,-0.9460836134,-0.95956271005,-0.96765016804,-0.9730418067,-0.976892977171429,-0.979781355025,-0.982027871133333,-1,-1,HYPERCHOLESTEROLEMIA,LOVASTATIN,RO-may_treat
907514,Hoppe JE: Comparison of erythromycin estolate and erythromycin ethylsuccinate for treatment of PERTUSSIS: the ERYTHROMYCIN Study Group.,PERTUSSIS,95,103,ERYTHROMYCIN,110,122,0,0.9878783399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,PERTUSSIS,ERYTHROMYCIN,RO-may_treat
907516,"11  >     Benazepril/Amlodipine Fixed combination Therapy for HYPERTENSION  Oral:  In studies using benazepril/AMLODIPINE fixed combination in dosages of benazepril hydrochloride 10 40 mg daily and amlodipine 2.5 10 mg daily, BP response increased with increasing amlodipine dosage in all patient groups and increased with increasing benazepril dosage in nonblack patient groups.",HYPERTENSION,62,73,AMLODIPINE,111,121,0,0.9847319278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HYPERTENSION,AMLODIPINE,RO-may_treat
907519,"34 ,   37 ,   54 ,   55 ,   56  Appears to be as effective as FUROSEMIDE in reducing EDEMA, body weight, and abdominal girth in patients with edema secondary to renal disease",EDEMA,85,90,FUROSEMIDE,62,72,0,0.9958932065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EDEMA,FUROSEMIDE,RO-may_treat
907521,"Hehlman R, Heimpel H, Hasford J et al. Randomized comparison of BUSULFAN and hydroxyurea in CHRONIC MYELOGENOUS LEUKEMIA: prolongation of survival by hydroxyurea",CHRONIC MYELOGENOUS LEUKEMIA,92,120,BUSULFAN,64,72,0.1195228609,0.9561828875,0.85325381015,-0.910357854325,-0.94023856955,-0.9551789271625,-0.96414314173,-0.970119284775,-0.974387958378571,-0.97758946358125,-0.980079523183333,-1,1,CHRONIC MYELOGENOUS LEUKEMIA,BUSULFAN,RO-may_treat
907524,"1 ,   2 ,   3 ,   4 ,   7 ,   8 ,   9 ,   10 ,   40 ,   49 ,   50 ,   69 ,   77 ,   120 ,   121 ,   122  Class:  Hemostatics 20:28.16; BL500 (VA)  Synonyms:  Factor VIII (Recombinant); FACTOR VIII; Kogenate  Uses  Hemophilia A  Prevention and control of hemorrhagic episodes in patients with a deficiency of coagulation factor VIII (antihemophilic factor) associated with HEMOPHILIA A (classic hemophilia);  1 ,   2 ,   3 ,   4 ,   5 ,   9 ,   23 ,   24 ,   40.",HEMOPHILIA A,372,383,FACTOR VIII,185,196,0.1221694444,0.8551861105,0.8536949074,-0.9083729167,-0.9389152778,-0.95418645835,-0.96334916668,-0.9694576389,-0.973820833342857,-0.977093229175,-0.979638425933333,-1,-1,HEMOPHILIA A,FACTOR VIII,RO-may_treat
907526,"Evaluation of the safety and efficacy of sibutramine, ORLISTAT and metformin in the treatment of OBESITY",OBESITY,97,104,ORLISTAT,54,62,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,OBESITY,ORLISTAT,RO-may_treat
907530,"b ,   c  Class:  beta-Adrenergic Blocking Agents 24:24; CV100 (VA)  Synonyms:  HYDROCHLOROTHIAZIDE and Propranolol Hydrochloride  Uses  Hypertension  Management of HYPERTENSION, alone or in combination with other antihypertensive agents",HYPERTENSION,164,176,HYDROCHLOROTHIAZIDE,79,98,0.2279211529,0.9116846117,0.87132019215,0.85523521616875,-0.88603942355,-0.9145295676625,-0.93162365413,-0.943019711775,-0.95115975295,-0.95726478383125,-0.962013141183333,-1,-1,HYPERTENSION,HYDROCHLOROTHIAZIDE,RO-may_treat
907536,CLINDAMYCIN versus metronidazole in the treatment of BACTERIAL VAGINOSIS,BACTERIAL VAGINOSIS,53,71,CLINDAMYCIN,0,11,0,0.9958932065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BACTERIAL VAGINOSIS,CLINDAMYCIN,RO-may_treat
907545,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,67,78,DEXTROSE,25,33,0.375,0.625,0.895833333333333,0.8828125,0.866071428571429,-0.859375,-0.8875,-0.90625,-0.919642857142857,-0.9296875,-0.9375,-1,-1,HYPOGLYCEMIA,DEXTROSE,RO-may_treat
907548,"b  Class:  Antihistamines 56:22.08; First Generation Antihistamines 4:04; A04AD (ATC)  Synonyms:  dimenhy DRINATE ; Anti-nauseant; Anti-nausee; Dimenhydrinate; Dinate; Gravergol; Gravol; Nauseatol; Travel  Uses  Motion Sickness  Used principally in the prevention and treatment of nausea, VOMITING, and/or vertigo associated with motion sickness, although scopolamine, PROMETHAZINE, or meclizine may be more effective",VOMITING,289,297,PROMETHAZINE,369,381,0.1091089451,0.9819805061,0.851518157516667,-0.918168291175,-0.94544552745,-0.9590841455875,-0.96726731647,-0.972722763725,-0.976619511764286,-0.97954207279375,-0.981815175816667,-1,-1,VOMITING,PROMETHAZINE,RO-may_treat
907551,Effects of enalapril on mortality in severe CONGESTIVE HEART FAILURE: results of the cooperative North Scandinavian ENALAPRIL survival study (consensus.,CONGESTIVE HEART FAILURE,44,67,ENALAPRIL,116,125,0.316227766,0.790569415,0.886037961,0.871792706125,0.853477378428571,-0.88141458775,-0.9051316702,-0.9209430585,-0.932236907285714,-0.940707293875,-0.947295372333333,-1,-1,CONGESTIVE HEART FAILURE,ENALAPRIL,RO-may_treat
907557,"Gourlay GK, Kowalski SR, Plummer JL et al. The efficacy of transdermal fentanyl in the treatment of POSTOPERATIVE PAIN: a double blind comparison of FENTANYL and placebo systems.",POSTOPERATIVE PAIN,100,118,FENTANYL,149,157,0.1767766953,0.8838834765,0.862796115883333,-0.867417478525,-0.91161165235,-0.9337087392625,-0.94696699141,-0.955805826175,-0.962119279578571,-0.96685436963125,-0.97053721745,-1,-1,PAIN,FENTANYL,RO-may_treat
907563,FOSPHENYTOIN and phenytoin in patients with STATUS EPILEPTICUS: improved tolerability versus increased costs.,STATUS EPILEPTICUS,44,61,FOSPHENYTOIN,0,12,0.1924500897,0.9622504486,0.865408348283333,-0.855662432725,-0.90377495515,-0.9278312163625,-0.94226497309,-0.951887477575,-0.958760695064286,-0.96391560818125,-0.96792498505,-1,-1,STATUS EPILEPTICUS,FOSPHENYTOIN,RO-may_treat
907569,HYDROXYUREA in the treatment of POLYCYTHEMIA VERA: a prospective study of 100 patients over a 20 year period.,POLYCYTHEMIA VERA,32,48,HYDROXYUREA,0,11,0,0.9863939238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,POLYCYTHEMIA VERA,HYDROXYUREA,RO-may_treat
907572,"1 ,   14 ,   15 ,   17 ,   18 ,   41  Administered concomitantly with corticosteroids, AZATHIOPRINE or mercaptopurine, and/or 5-aminosalicyclates in patients with ULCERATIVE COLITIS",ULCERATIVE COLITIS,163,181,AZATHIOPRINE,87,99,0,0.9958932065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ULCERATIVE COLITIS,AZATHIOPRINE,RO-may_treat
907579,"Abdi EA, Nguyen GK, Ludwig RN et al. Pulmonary sarcoidosis following INTERFERON THERAPY for ADVANCED RENAL CELL CARCINOMA",ADVANCED RENAL CELL CARCINOMA,92,120,INTERFERON THERAPY,69,87,0.0966736489,0.966736489,-0.85498952665,-0.927494763325,-0.95166317555,-0.9637473816625,-0.97099790533,-0.975831587775,-0.979284218092857,-0.98187369083125,-0.983887725183333,-1,-1,RENAL CELL CARCINOMA,INTERFERON,RO-may_treat
907589,"El-Ghobarey AF, Rennie JAN, Hadidi T et al. A comparative trial of large doses of KETOPROFEN and indomethacin in the treatment of RHEUMATOID ARTHRITIS",RHEUMATOID ARTHRITIS,130,150,KETOPROFEN,82,92,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RHEUMATOID ARTHRITIS,KETOPROFEN,RO-may_treat
907590,"van Schaik BAM, Geyskes GG, Kettner N et al. Comparison of enalapril and PROPRANOLOL in essential HYPERTENSION",HYPERTENSION,98,109,PROPRANOLOL,73,84,0.2407717062,0.9630868247,0.873461951033333,0.8576446949125,-0.8796141469,-0.909710610175,-0.92776848814,-0.93980707345,-0.948406062957143,-0.9548553050875,-0.9598713823,-1,-1,HYPERTENSION,PROPRANOLOL,RO-may_treat
907591,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,337,352,LITHIUM,251,258,0,0.9847319278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BIPOLAR DISORDER,LITHIUM,RO-may_treat
907593,"1]  Henzl MR, Corson SL, Moghissi K, Buttram VC, Berqvist C, Jacobson J. Administration of NASAL NAFARELIN as compared with oral danazol for ENDOMETRIOSIS",ENDOMETRIOSIS,141,153,NASAL NAFARELIN,91,106,0,0.943456353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ENDOMETRIOSIS,NAFARELIN,RO-may_treat
907595,"1]  Tohen M, Greil W, Calabrese JR, Sachs GS, Yatham LN, Oerlinghausen BM, et alOLANZAPINE versus lithium in the maintenance treatment of BIPOLAR DISORDER: a 12 month, randomized, double blind, controlled clinical trial.",BIPOLAR DISORDER,138,154,OLANZAPINE,80,90,0,0.9958932065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BIPOLAR DISORDER,OLANZAPINE,RO-may_treat
907599,Safety and efficacy of controlled release MESALAMINE for maintenance of remission in ULCERATIVE COLITIS,ULCERATIVE COLITIS,85,102,MESALAMINE,42,52,0.1221694444,0.9773555549,0.8536949074,-0.9083729167,-0.9389152778,-0.95418645835,-0.96334916668,-0.9694576389,-0.973820833342857,-0.977093229175,-0.979638425933333,-1,-1,ULCERATIVE COLITIS,MESALAMINE,RO-may_treat
907603,"Andres FJ, Parker R, Hosein I et al. Clindamycin vaginal CREAM VERSUS ORAL METRONIDAZOLE in the treatment of BACTERIAL VAGINOSIS: a prospective double blind clinical trial.",BACTERIAL VAGINOSIS,109,127,CREAM VERSUS ORAL METRONIDAZOLE,57,88,0,0.9883716977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BACTERIAL VAGINOSIS,METRONIDAZOLE,RO-may_treat
907609,Illingworth DR. Mevinolin plus COLESTIPOL in therapy for SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,57,105,COLESTIPOL,31,41,0,0.9958932065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HYPERCHOLESTEROLEMIA,COLESTIPOL,RO-may_treat
907612,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,90,154,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN,35,84,0,0.8111071057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,URINARY TRACT INFECTION,NORFLOXACIN,RO-may_treat
907616,"James WP, Avenell A, Broom J et al. A one-year trial to assess the value of ORLISTAT in the management of OBESITY",OBESITY,106,113,ORLISTAT,76,84,0,0.9578262852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,OBESITY,ORLISTAT,RO-may_treat
907617,"Dunner DL, Cohn JB, Walshe T et al. Two combined, multicenter double blind studies of paroxetine and DOXEPIN in geriatric patients with major DEPRESSION",DEPRESSION,142,152,DOXEPIN,101,108,0.1203858531,0.8427009716,0.853397642183333,-0.909710610175,-0.93980707345,-0.9548553050875,-0.96388424407,-0.969903536725,-0.974203031478571,-0.97742765254375,-0.97993569115,-1,-1,DEPRESSION,DOXEPIN,RO-may_treat
907618,"CONCLUSIONS  In older patients with MAJOR DEPRESSION who responded to treatment, long term maintenance treatment with PAROXETINE prevented recurrence of depression.",MAJOR DEPRESSION,36,51,PAROXETINE,118,128,0,0.9970544855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,DEPRESSION,PAROXETINE,RO-may_treat
907624,"Comparison of the efficacy, safety and tolerability of simvastatin and PRAVASTATIN for HYPERCHOLESTEROLEMIA",HYPERCHOLESTEROLEMIA,87,107,PRAVASTATIN,71,82,0,0.9918365981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HYPERCHOLESTEROLEMIA,PRAVASTATIN,RO-may_treat
907626,"Treatment of REFRACTORY STATUS EPILEPTICUS with pentobarbital, PROPOFOL or midazolam: a systematic review.",REFRACTORY STATUS EPILEPTICUS,13,41,PROPOFOL,63,71,0,0.9958932065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,STATUS EPILEPTICUS,PROPOFOL,RO-may_treat
907627,The Norwegian multicenter study of TIMOLOL after MYOCARDIAL INFARCTION,MYOCARDIAL INFARCTION,49,69,TIMOLOL,35,42,0.5,0.6666666667,0.916666666666667,0.90625,0.892857142857143,0.875,0.85,-0.875,-0.892857142857143,-0.90625,-0.916666666666667,-1,1,MYOCARDIAL INFARCTION,TIMOLOL,RO-may_treat
907629,"May be used in combination with metformin or a thiazolidinedione antidiabetic agent (e.g., pioglitazone, ROSIGLITAZONE) as an adjunct to diet and exercise for the management of TYPE 2 DIABETES MELLITUS in patients who do not achieve adequate glycemic control with diet, exercise, and monotherapy with metformin, a sulfonylurea, repaglinide, or a thiazolidinedione antidiabetic agent",TYPE 2 DIABETES MELLITUS,177,201,ROSIGLITAZONE,105,118,0,0.9805806757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TYPE 2 DIABETES MELLITUS,ROSIGLITAZONE,RO-may_treat
907634,A double-blind comparison of the efficacy and safety of paroxetine and IMIPRAMINE in the treatment of DEPRESSION with dementia,DEPRESSION,102,112,IMIPRAMINE,71,81,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,DEPRESSION,IMIPRAMINE,RO-may_treat
907635,Treatment of PRIMARY MODERATE HYPERCHOLESTEROLEMIA with LOVASTATIN (mevinolin) and colestipol.,PRIMARY MODERATE HYPERCHOLESTEROLEMIA,13,49,LOVASTATIN,56,66,0,0.9918365981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HYPERCHOLESTEROLEMIA,LOVASTATIN,RO-may_treat
907636,Class:  Iron Preparations 20:04.04  Synonyms:  Iron Saccharate; Iron Sucron Complex; Saccharated Ferric Oxide  Uses  Iron Deficiency Anemia in Hemodialysis Patients Receiving Epoetin Alfa Therapy  Treatment of IRON DEFICIENCY ANEMIA in hemodialysis patients receiving EPOETIN ALFA THERAPY.,IRON DEFICIENCY ANEMIA,210,231,EPOETIN ALFA THERAPY,268,288,0.1400280084,0.9801960588,0.856671334733333,-0.8949789937,-0.9299859958,-0.94748949685,-0.95799159748,-0.9649929979,-0.9699939982,-0.973744748425,-0.9766619986,-1,-1,ANEMIA,EPOETIN ALFA,RO-may_treat
907638,"Palmer DG, Ferry DG, Gibbins BL et al. Ibuprofen and DIFLUNISAL in RHEUMATOID ARTHRITIS: a double-blind comparative trial",RHEUMATOID ARTHRITIS,67,87,DIFLUNISAL,53,63,0,0.92998111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RHEUMATOID ARTHRITIS,DIFLUNISAL,RO-may_treat
907639,Multicenter comparison of clarithromycin and AMOXICILLIN in the treatment of ACUTE MAXILLARY SINUSITIS,ACUTE MAXILLARY SINUSITIS,77,101,AMOXICILLIN,45,56,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SINUSITIS,AMOXICILLIN,RO-may_treat
907640,"Kullavanijaya P, Reangchainam S, Ungpakorn R. Randomized single-blind study of efficacy and tolerability of TERBINAFINE in the treatment of TINEA CAPITIS",TINEA CAPITIS,140,153,TERBINAFINE,108,119,0,0.9950371902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TINEA CAPITIS,TERBINAFINE,RO-may_treat
907641,"Stevens RJ, Andujar C, Edwards CJ et alTHALIDOMIDE in the treatment of the CUTANEOUS MANIFESTATIONS OF LUPUS ERYTHEMATOSUS experience in sixteen consecutive patients.",CUTANEOUS MANIFESTATIONS OF LUPUS ERYTHEMATOSUS,75,121,THALIDOMIDE,39,49,0,0.9701425001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LUPUS,THALIDOMIDE,RO-may_treat
907651,"1 ,   108  EPINEPHRINE and other appropriate agents should be readily available in case ANAPHYLAXIS or other serious allergic reaction occurs.",ANAPHYLAXIS,88,98,EPINEPHRINE,11,22,0.07124705,0.9974586998,-0.893129425,-0.9465647125,-0.964376475,-0.97328235625,-0.978625885,-0.9821882375,-0.984732775,-0.986641178125,-0.988125491666667,-1,-1,ANAPHYLAXIS,EPINEPHRINE,RO-may_treat
907653,"Nevertheless, immunosuppressive therapy (pulse IV methylprednisolone followed by ORAL PREDNISONE AND CYCLOPHOSPHAMIDE) can be given to attempt to control INFLAMMATION in patients who develop severe renal disease.",INFLAMMATION,154,165,ORAL PREDNISONE AND CYCLOPHOSPHAMIDE,81,117,0.1221694444,0.9773555549,0.8536949074,-0.9083729167,-0.9389152778,-0.95418645835,-0.96334916668,-0.9694576389,-0.973820833342857,-0.977093229175,-0.979638425933333,-1,-1,INFLAMMATION,PREDNISONE,RO-may_treat
