Sent_id,sentence,term1,b1,e1,term2,b2,e2,senrel_score,crowd,baseline,single,expert,distant supervision term1,distant supervision term2,UMLS seed relation
907168,Clinical trials are currently investigating the potential value of LMWHs in the treatment of PULMONARY EMBOLISM and as an alternative to WARFARIN in secondary prevention of DVT,PULMONARY EMBOLISM,93,111,WARFARIN,137,145,0,-1,-1,-1,-1,PULMONARY EMBOLISM,WARFARIN,RO-may_prevent
907174,This study concluded that the addition of LIDOCAINE significantly reduced the PAIN felt in the circulatory tract selected for the injection of propofol.,PAIN,78,81,LIDOCAINE,42,51,0.0824786099,-0.975256417,-1,-1,-1,PAIN,LIDOCAINE,RO-may_prevent
907179,"In 1984, three patients died of severe hypoglycemia after receiving PENTAMIDINE ISETHIONATE to treat PNEUMOCYSTIS PNEUMONIA",PNEUMOCYSTIS PNEUMONIA,101,123,PENTAMIDINE ISETHIONATE,68,91,0.2860387768,-0.914188367,-1,-1,-1,PNEUMOCYSTIS PNEUMONIA,PENTAMIDINE ISETHIONATE,RO-may_prevent
907183,When administered intravenously in the dorsum of the hand the pain score and the number of patients who experienced PAIN was reduced significantly by mixing the agent with LIGNOCAINE when compared with a bolus injection,PAIN,116,120,LIGNOCAINE,172,182,0,-1,-1,-1,-1,PAIN,LIGNOCAINE,RO-may_prevent
907203,"Ondansetron was superior to high dose metoclopramide in controlling ACUTE EMESIS and nausea, and there was a significant patient preference for ONDANSETRON",ACUTE EMESIS,68,80,ONDANSETRON,144,155,0,-1,-1,-1,-1,EMESIS,ONDANSETRON,RO-may_prevent
907208,"The protocols for the practical management of these cases, including the immunisation of susceptible non human primates and the staff with recombinant HEPATITIS B VACCINE are described, and the origin and evolution of HEPATITIS B INFECTION in primates are discussed.",HEPATITIS B INFECTION,218,238,HEPATITIS B VACCINE,151,170,0.0877058019,-0.9736882594,-1,-1,-1,HEPATITIS B INFECTION,HEPATITIS B VACCINE,RO-may_prevent
907209,"In developing PTU-treated rats, the abnormalities completely disappeared after therapy with increasing physiological doses of THYROXINE; consequently they were directly related to THYROID DEFICIENCY and not to toxic effects of PTU",THYROID DEFICIENCY,180,198,THYROXINE,126,135,0,-1,-1,-1,-1,THYROID DEFICIENCY,THYROXINE,RO-may_prevent
907215,The incidence of SYMPTOMATIC URINARY TRACT INFECTION also decreased during treatment with METHENAMINE HIPPURATE,SYMPTOMATIC URINARY TRACT INFECTION,17,52,METHENAMINE HIPPURATE,90,111,0.0877058019,-0.9736882594,-1,-1,-1,URINARY TRACT INFECTION,METHENAMINE HIPPURATE,RO-may_prevent
907219,An example of AIDS research being helpful in the treatment of other conditions is the use of GANCICLOVIR for prevention of CMV INFECTION in transplant patients  who are vulnerable to infections because of the immune suppressive drugs they must take.,CMV INFECTION,123,135,GANCICLOVIR,93,104,0,-1,-1,-1,-1,CMV INFECTION,GANCICLOVIR,RO-may_prevent
907223,This paper reviews the probable mechanism of DENTAL CARIES and the role of FLUORIDE in the inhibition or reversal of that process.,DENTAL CARIES,45,57,FLUORIDE,75,83,0,-1,-1,-1,-1,DENTAL CARIES,FLUORIDE,RO-may_prevent
907226,"Among the compounds tested, 1 (2 hydroxy 3 (4 phenylpiperidin 1 yl) propylpyrrolidin 2 one (5) was the most active in the PROPHYLACTIC ANTIARRHYTHMIC ACTIVITY in ADRENALINE INDUCED ARRHYTHMIA in anesthetized rats.",ADRENALINE INDUCED ARRHYTHMIA,162,190,PROPHYLACTIC ANTIARRHYTHMIC ACTIVITY,122,158,0.4008918629,-0.8797324411,-1,-1,-1,ARRHYTHMIA,ANTIARRHYTHMIC,RO-may_prevent
907227,"At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.gFOLIC ACID which reduces the risk of NEURAL TUBE DEFECTS",NEURAL TUBE DEFECTS,145,163,FOLIC ACID,108,118,0,-1,-1,-1,-1,NEURAL TUBE DEFECTS,FOLIC ACID,RO-may_prevent
907233,"Regarding iron chelation treatment, patients receiving combined therapy with DEFERIPRONE AND DEFEROXAMINE (DFO) significantly reduced MYOCARDIAL IRON OVERLOAD during the 4 yr study period, whilst patients in monotherapy with DFO showed a significant increase in LIC.",MYOCARDIAL IRON OVERLOAD,134,157,DEFERIPRONE AND DEFEROXAMINE (DFO),77,111,0,-1,-1,-1,-1,IRON OVERLOAD,DEFEROXAMINE,RO-may_prevent
907235,Famotidine 40 mg given once at night appears to be as safe and effective as conventional therapy with RANITIDINE indicating the importance of overnight gastric acidity in the pathogenesis of DUODENAL ULCER DISEASE,DUODENAL ULCER DISEASE,191,212,RANITIDINE,102,112,0,-1,-1,-1,-1,DUODENAL ULCER DISEASE,RANITIDINE,RO-may_prevent
907239,It is concluded that the ANTIARRHYTHMIC action of L PC on REOXYGENATION INDUCED ARRHYTHMIAS is not correlated with its direct electrophysiological effects studied on normoxic preparations.,REOXYGENATION INDUCED ARRHYTHMIAS,58,91,ANTIARRHYTHMIC,25,39,0.1767766953,-0.9469669914,-1,-1,-1,ARRHYTHMIAS,ANTIARRHYTHMIC,RO-may_prevent
907247,"Remarkable examples are arteriosclerosis and its complications, where the role of thromboxane and prostacyclin was discovered and led to the development of strategies for the prevention of MYOCARDIAL INFARCTION by ACETYLSALICYLIC ACID",MYOCARDIAL INFARCTION,189,209,ACETYLSALICYLIC ACID,214,234,0,-1,-1,-1,-1,MYOCARDIAL INFARCTION,ACETYLSALICYLIC ACID,RO-may_prevent
907265,"In rats with a coronary occlusion of 6 weeks duration, RAMIPRIL administration significantly reduced infarct size and prevented the development of LEFT VENTRICULAR HYPERTROPHY",LEFT VENTRICULAR HYPERTROPHY,147,174,RAMIPRIL,55,63,0,-1,-1,-1,-1,LEFT VENTRICULAR HYPERTROPHY,RAMIPRIL,RO-may_prevent
907269,The results show that high F groundwater is prevalent and emphasize that information on domestic water supply must be available before SUPPLEMENTARY FLUORIDE is prescribed for CARIES PROPHYLACTIC PURPOSE.,CARIES PROPHYLACTIC PURPOSE,176,202,SUPPLEMENTARY FLUORIDE,135,157,0,-1,-1,-1,-1,CARIES,FLUORIDE,RO-may_prevent
907273,Eight patients achieved good control of nausea and EMESIS with ondansetron alone while two patients required ONDANSETRON and diphenhydramine,EMESIS,51,57,ONDANSETRON,109,120,0.214422507,-0.9356732479,-1,-1,-1,EMESIS,ONDANSETRON,RO-may_prevent
907299,Comparison of low intensity warfarin therapy with CONVENTIONAL INTENSITY WARFARIN THERAPY for long term prevention of RECURRENT VENOUS THROMBOEMBOLISM,RECURRENT VENOUS THROMBOEMBOLISM,118,149,CONVENTIONAL INTENSITY WARFARIN THERAPY,50,89,0,-1,-1,-1,-1,THROMBOEMBOLISM,WARFARIN,RO-may_prevent
907302,In the past the inhibition of CARIES by FLUORIDES was ascribed to the reduced solubility of enamel due to the incorporation of F  into the enamel mineral.,CARIES,30,35,FLUORIDES,40,49,0,-1,-1,-1,-1,CARIES,FLUORIDES,RO-may_prevent
907304,"Therefore, vaccination of all children AT BIRTH WITH HEPATITIS B VACCINE COULD BE AN effective vaccine strategy despite a low INCIDENCE OF VERTICAL HEPATITIS B TRANSMISSION.",INCIDENCE OF VERTICAL HEPATITIS B TRANSMISSION,126,171,AT BIRTH WITH HEPATITIS B VACCINE COULD BE AN,39,83,0.5477225575,0.8643167673,-1,1,-1,HEPATITIS B,HEPATITIS B VACCINE,RO-may_prevent
907308,RUBELLA VACCINE should continue to be used to immunize susceptible adult women against RUBELLA in order to further the goal of elimination of the congenital rubella syndrome,RUBELLA,87,94,RUBELLA VACCINE,0,15,0,-1,-1,-1,-1,RUBELLA,RUBELLA VACCINE,RO-may_prevent
907310,The scientific evidence supports the efficacy of FLUORIDE SUPPLEMENTS in CARIES prevention but there is weaker support for their effectiveness.,CARIES,73,78,FLUORIDE SUPPLEMENTS,49,69,0,-1,-1,-1,-1,CARIES,FLUORIDE,RO-may_prevent
907321,"Despite the successes of DEFEROXAMINE (DFO) in the treatment and prevention of IRON OVERLOAD an effective orally available iron chelating drug is needed, since erratic compliance with irritating, cumbersome parenteral infusions still results in fatal iron accumulation in many patients.",IRON OVERLOAD,79,91,DEFEROXAMINE,25,37,0,-1,-1,-1,-1,IRON OVERLOAD,DEFEROXAMINE,RO-may_prevent
907323,QUININE SULFATE is a widely prescribed drug for NOCTURNAL CRAMPS,NOCTURNAL CRAMPS,48,63,QUININE SULFATE,0,15,0,-1,-1,-1,-1,CRAMPS,QUININE SULFATE,RO-may_prevent
907332,Indoprofen at the daily dose of 600 mg was comparable in efficacy with 900 MG OF IBUPROFEN in the relief of PAIN RELATED TO OSTEOARTHROSIS.,PAIN RELATED TO OSTEOARTHROSIS,108,137,900 MG OF IBUPROFEN,71,90,0,-1,-1,-1,-1,PAIN,IBUPROFEN,RO-may_prevent
907345,"In order to evaluate the preventive effect of estrogen and vitamin D3 on POSTMENOPAUSAL BONE LOSS, either ESTROGEN (Premarin 0.625 mg/day) or vitamin D3 (Onealfa 1.0 micrograms/day) was administered to postmenopausal women",POSTMENOPAUSAL BONE LOSS,73,97,ESTROGEN,106,114,0.1632993162,-0.9510102051,-1,-1,-1,POSTMENOPAUSAL BONE LOSS,ESTROGEN,RO-may_prevent
907355,These data suggest that subclinical RIBOFLAVIN DEFICIENCY may occur in adolescents and that deficiency may be related to dietary intake of RIBOFLAVIN,RIBOFLAVIN DEFICIENCY,36,57,RIBOFLAVIN,36,46,0.809039835,0.9427119505,-1,1,-1,RIBOFLAVIN DEFICIENCY,RIBOFLAVIN,RO-may_prevent
907359,The object of the study was to determine whether dexamethasone improved the efficacy of the serotonin receptor (5 HT3) antagonist granisetron in controlling acute (within 24 h) emesis in cancer patients receiving high dose cisplatin chemotherapy and to ascertain whether continuation of GRANISETRON after 24 h reduces the occurrence of delayed EMESIS,EMESIS,344,349,GRANISETRON,287,298,0,-1,-1,-1,-1,EMESIS,GRANISETRON,RO-may_prevent
907364,"The decreased bone magnesium concentration and the increased retention of magnesium in the magnesium load test suggest MAGNESIUM DEFICIENCY in post menoposal osteoporosis, probably caused by MAGNESIUM MALABSORPTION.",MAGNESIUM DEFICIENCY,119,139,MAGNESIUM MALABSORPTION,191,214,0.9958932065,0.998767962,-1,1,-1,MAGNESIUM DEFICIENCY,MAGNESIUM,RO-may_prevent
907365,"After an outbreak of hepatitis in Washington, D.C. in 1970 among a group of persons taking isoniazid to prevent TUBERCULOSIS an ISONIAZID surveillance study was conducted among 13,838 persons in 21 participating health departments.",TUBERCULOSIS,112,123,ISONIAZID,128,137,0,-1,-1,-1,-1,TUBERCULOSIS,ISONIAZID,RO-may_prevent
907372,The screening usually consists of measuring thyroxin in dried blood spot specimens followed by measurement of thyrotropin if the results for THYROXIN are suggestive of HYPOTHYROIDISM,HYPOTHYROIDISM,168,181,THYROXIN,141,149,0.7372097808,0.9211629342,-1,-1,-1,HYPOTHYROIDISM,THYROXIN,RO-may_prevent
907376,"ANTIANGINAL EFFICACY was assessed with ANGINA DIARES investigators, and patients global evaluations and with treadmill exercise test during placebo run in period and after 8 weeks of the therapy.",ANGINA DIARES,39,52,ANTIANGINAL EFFICACY,0,20,0.1690308509,-0.9492907447,-1,-1,-1,ANGINA,ANTIANGINAL,RO-may_prevent
907379,"? Adherence to a gluten free diet in patients with celiac disease can lead to the correction of IRON DEFICIENCY ANEMIA and the replacement of iron stores, and it can prevent the recurrence of IRON deficiency.",IRON DEFICIENCY ANEMIA,96,117,IRON,96,100,0.4850712501,-0.854478625,-1,1,-1,IRON DEFICIENCY ANEMIA,IRON,RO-may_prevent
907380,"In 75% of supraventricular parossistic tachycardia and in 75% of parossistic atrial fibrillation, arrhythmia was interrupted within few minutes from drug injection; in 90% with premature ventricular contractions (PVC) and in 100% of VENTRICULAR TACHYCARDIA DISOPYRAMIDE was capable to interrupt the arrhythmias.",VENTRICULAR TACHYCARDIA,233,255,DISOPYRAMIDE,257,269,0,-1,-1,-1,-1,VENTRICULAR TACHYCARDIA,DISOPYRAMIDE,RO-may_prevent
907382,"Transdermal scopolamine provides significant MOTION SICKNESS protection, similar in extent to that provided by oral SCOPOLAMINE or dimenhydrinate.",MOTION SICKNESS,45,59,SCOPOLAMINE,116,127,0,-1,-1,-1,-1,MOTION SICKNESS,SCOPOLAMINE,RO-may_prevent
907383,All patients have remained free of ARRHYTHMIA recurrence and have required no ANTIARRHYTHMIC THERAPY after a follow up of 5 to 28 months (mean 14.,ARRHYTHMIA,35,44,ANTIARRHYTHMIC THERAPY,78,100,0.0890870806,-0.9732738758,-1,-1,-1,ARRHYTHMIA,ANTIARRHYTHMIC,RO-may_prevent
907385,"The results show that the FLUORIDE ION concentration is sufficient (0.7 1.0 ppm F ) to prevent CARIES only in very few parts of Lower Austria, Upper Austria, Salzburg, Tirol, Carinthia, and Styria.",CARIES,95,100,FLUORIDE ION,26,38,0,-1,-1,-1,-1,CARIES,FLUORIDE ION,RO-may_prevent
907386,The choice of the antiarrhythmic treatment must always be based on the type of ARRHYTHMIA the presence of a structural cardiopathy and the potential side effects of the ANTIARRHYTHMIC drug.,ARRHYTHMIA,79,88,ANTIARRHYTHMIC,169,183,0.4961389384,-0.8511583185,-1,1,-1,ARRHYTHMIA,ANTIARRHYTHMIC,RO-may_prevent
907396,The use of PHENYTOIN in headache syndromes and in prevention of POST-TRAUMATIC EPILEPSY is discussed,POST-TRAUMATIC EPILEPSY,64,87,PHENYTOIN,11,20,0,-1,-1,-1,-1,POST-TRAUMATIC EPILEPSY,PHENYTOIN,RO-may_prevent
907397,There was no difference in the rate of regression of sensory anesthesia or the development of PAIN among patients receiving BUPIVACAINE alone or bupivacaine with fentanyl,PAIN,94,98,BUPIVACAINE,124,135,0.91914503,0.975743509,-1,1,-1,PAIN,BUPIVACAINE,RO-may_prevent
907404,"Rationale: ? The combination of heparin and ASPIRIN in ACS reduces the incidence of MI during the in hospital period, and LMWHs reduce cardiac events and the need for revascularization procedures.",MI,84,85,ASPIRIN,44,51,0,-1,-1,-1,-1,MI,ASPIRIN,RO-may_prevent
907406,51   The identification of neurotransmitter pathways involved in chemotherapy INDUCED NAUSEA AND VOMITING led to development of potent ANTIEMETICS such as the serotonin antagonists ondansetron and granisetron.,INDUCED NAUSEA AND VOMITING,78,104,ANTIEMETICS,135,146,0.6030226892,0.8809068068,-1,1,-1,VOMITING,ANTIEMETICS,RO-may_prevent
907439,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,54,74,ANTIARRHYTHMIC DRUGS,130,150,0.2156655464,-0.9353003361,-1,1,-1,ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS,RO-may_prevent
907445,Some misunderstandings exist internationally about the efficacy of the ACTIVE FORM OF VITAMIN D for the treatment of OSTEOPOROSIS,OSTEOPOROSIS,117,128,ACTIVE FORM OF VITAMIN D,71,95,0,-1,-1,-1,-1,OSTEOPOROSIS,VITAMIN D,RO-may_prevent
907449,The lower incidence of EMESIS recorded by the ONDANSETRON groups compared with the droperidol group was not statistically significant.,EMESIS,23,28,ONDANSETRON,46,57,0.2519763153,-0.9244071054,-1,-1,-1,EMESIS,ONDANSETRON,RO-may_prevent
907453,The results suggest that the low serum vitamin A levels in primary biliary cirrhosis are not a consequence of VITAMIN A DEFICIENCY but instead reflect a DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER.,VITAMIN A DEFICIENCY,110,129,DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER,153,203,0.5303300859,0.8590990258,-1,1,-1,VITAMIN A DEFICIENCY,VITAMIN A,RO-may_prevent
907476,ERYTHROMYCIN failure in the treatment of SYPHILIS in a pregnant woman.,SYPHILIS,41,48,ERYTHROMYCIN,0,12,0.1203858531,-0.9638842441,-1,-1,-1,SYPHILIS,ERYTHROMYCIN,RO-may_treat
907481,"Clonidine, oxymetazoline, tetrahydozoline, brimonidine, tizanidine; barbiturates; opioids; benzodiazepines  Give naloxone for suspected OPIOID OVERDOSE; consider FLUMAZENIL for benzodiazepine overdose Cholinergic (pinpoint pupils; variable HR; sweaty skin; abdominal cramps and diarrhea)  Organophosphate and carbamate insecticides; chemical warfare nerve agents  Give atropine and pralidoxime; obtain measurements of serum and RBC cholinesterase activity Anticholinergic (agitation; delirium; dilated pupils; tachycardia; decreased peristalsis; dry, flushed skin)  Atropine and related drugs; antihistamines; carbamazepine; phenothiazines; tricyclic antidepressants  Obtain immediate ECG.",FLUMAZENIL,162,172,OPIOID OVERDOSE,136,151,0.4423258685,-0.8673022395,-1,-1,-1,OVERDOSE,FLUMAZENIL,RO-may_treat
907486,"1]  Lindholm LH, Ibsen H, Dahlof B, Devereux RB, Beevers G, de Faire U, et al. Cardiovascular morbidity and mortality in patients with diabetes in the LOSARTAN INTERVENTION FOR ENDPOINT reduction in HYPERTENSION study (LIFE): a randomised trial against atenolol.",HYPERTENSION,199,210,LOSARTAN INTERVENTION FOR ENDPOINT,151,185,0.4472135955,-0.8658359214,-1,-1,-1,HYPERTENSION,LOSARTAN,RO-may_treat
907491,"Other agents used in the second line treatment of HYPERCALCEMIA OF MALIGNANCY include plicamycin, CALCITONIN gallium nitrate, and the glucocorticoids.",HYPERCALCEMIA OF MALIGNANCY,50,76,CALCITONIN,98,108,0.089802651,-0.9730592047,-1,-1,-1,HYPERCALCEMIA,CALCITONIN,RO-may_treat
907492,"Weiss RB, Freiman J, Kweder SL, et al. Hemolytic anemia after FLUDARABINE THERAPY for CHRONIC LYMPHOCYTIC LEUKEMIA",CHRONIC LYMPHOCYTIC LEUKEMIA,86,113,FLUDARABINE THERAPY,62,81,0,-1,-1,-1,-1,CHRONIC LYMPHOCYTIC LEUKEMIA,FLUDARABINE,RO-may_treat
907497,17of 18 women with hirsutism treated with combination therapy of FLUTAMIDE 250 mg twice daily and an oral contraceptive pill had a rapid and marked reduction in their HIRSUTISM score.,HIRSUTISM,167,176,FLUTAMIDE,65,74,0,-1,-1,-1,-1,HIRSUTISM,FLUTAMIDE,RO-may_treat
907499,Aldactone and ACEBUTOLOL in treatment of HYPERTENSION,HYPERTENSION,41,52,ACEBUTOLOL,14,24,0,-1,-1,-1,-1,HYPERTENSION,ACEBUTOLOL,RO-may_treat
907500,"Lipton RB, Stewart WF, Ryan RE et al. Efficacy and safety of ACETAMINOPHEN aspirin, and caffeine in alleviating MIGRAINE HEADACHE PAIN",MIGRAINE HEADACHE PAIN,112,133,ACETAMINOPHEN,61,74,0,-1,-1,-1,-1,PAIN,ACETAMINOPHEN,RO-may_treat
907503,Alendronate is used alone or in fixed combination with CHOLECALCIFEROL (vitamin D 3 ) for treatment of OSTEOPOROSIS in postmenopausal women,OSTEOPOROSIS,103,115,CHOLECALCIFEROL,55,70,0,-1,-1,-1,-1,OSTEOPOROSIS,CHOLECALCIFEROL,RO-may_treat
907508,Fluconazole compared with AMPHOTERICIN B plus flucytosine for CRYPTOCOCCAL MENINGITIS in AIDS: a randomized trial.,CRYPTOCOCCAL MENINGITIS,62,84,AMPHOTERICIN B,26,40,0,-1,-1,-1,-1,CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,RO-may_treat
907509,"Ayestaran A, Lopez R, Montoro JB et al. Pharmacokinetics of conventional formulation versus fat emulsion formulation of AMPHOTERICIN B in a group of patients with NEUTROPENIA",NEUTROPENIA,163,174,AMPHOTERICIN B,120,134,0.2828427125,-0.9151471863,-1,-1,-1,NEUTROPENIA,AMPHOTERICIN B,RO-may_treat
907512,"Stumpe KO, Haworth D, Hoglund C et al et al. Comparison of the angiotensin II receptor antagonist, irbesartan, and ATENOLOL for the treatment of HYPERTENSION",HYPERTENSION,145,157,ATENOLOL,115,123,0,-1,-1,-1,-1,HYPERTENSION,ATENOLOL,RO-may_treat
907513,"Jones P, Kafonek S, Laurora I et al. Comparative dose efficacy study of atorvastatin versus lovastatin, pravastatin, LOVASTATIN and fluvastatin in patients with HYPERCHOLESTEROLEMIA (the CURVES study.",HYPERCHOLESTEROLEMIA,161,180,LOVASTATIN,117,127,0.1078327732,-0.967650168,-1,-1,-1,HYPERCHOLESTEROLEMIA,LOVASTATIN,RO-may_treat
907514,Hoppe JE: Comparison of erythromycin estolate and erythromycin ethylsuccinate for treatment of PERTUSSIS: the ERYTHROMYCIN Study Group.,PERTUSSIS,95,103,ERYTHROMYCIN,110,122,0,-1,-1,-1,-1,PERTUSSIS,ERYTHROMYCIN,RO-may_treat
907516,"11  >     Benazepril/Amlodipine Fixed combination Therapy for HYPERTENSION  Oral:  In studies using benazepril/AMLODIPINE fixed combination in dosages of benazepril hydrochloride 10 40 mg daily and amlodipine 2.5 10 mg daily, BP response increased with increasing amlodipine dosage in all patient groups and increased with increasing benazepril dosage in nonblack patient groups.",HYPERTENSION,62,73,AMLODIPINE,111,121,0,-1,-1,-1,-1,HYPERTENSION,AMLODIPINE,RO-may_treat
907519,"34 ,   37 ,   54 ,   55 ,   56  Appears to be as effective as FUROSEMIDE in reducing EDEMA, body weight, and abdominal girth in patients with edema secondary to renal disease",EDEMA,85,90,FUROSEMIDE,62,72,0,-1,-1,-1,-1,EDEMA,FUROSEMIDE,RO-may_treat
907521,"Hehlman R, Heimpel H, Hasford J et al. Randomized comparison of BUSULFAN and hydroxyurea in CHRONIC MYELOGENOUS LEUKEMIA: prolongation of survival by hydroxyurea",CHRONIC MYELOGENOUS LEUKEMIA,92,120,BUSULFAN,64,72,0.1195228609,-0.9641431417,-1,1,-1,CHRONIC MYELOGENOUS LEUKEMIA,BUSULFAN,RO-may_treat
907524,"1 ,   2 ,   3 ,   4 ,   7 ,   8 ,   9 ,   10 ,   40 ,   49 ,   50 ,   69 ,   77 ,   120 ,   121 ,   122  Class:  Hemostatics 20:28.16; BL500 (VA)  Synonyms:  Factor VIII (Recombinant); FACTOR VIII; Kogenate  Uses  Hemophilia A  Prevention and control of hemorrhagic episodes in patients with a deficiency of coagulation factor VIII (antihemophilic factor) associated with HEMOPHILIA A (classic hemophilia);  1 ,   2 ,   3 ,   4 ,   5 ,   9 ,   23 ,   24 ,   40.",HEMOPHILIA A,372,383,FACTOR VIII,185,196,0.1221694444,-0.9633491667,-1,-1,-1,HEMOPHILIA A,FACTOR VIII,RO-may_treat
907526,"Evaluation of the safety and efficacy of sibutramine, ORLISTAT and metformin in the treatment of OBESITY",OBESITY,97,104,ORLISTAT,54,62,0,-1,-1,-1,-1,OBESITY,ORLISTAT,RO-may_treat
907530,"b ,   c  Class:  beta-Adrenergic Blocking Agents 24:24; CV100 (VA)  Synonyms:  HYDROCHLOROTHIAZIDE and Propranolol Hydrochloride  Uses  Hypertension  Management of HYPERTENSION, alone or in combination with other antihypertensive agents",HYPERTENSION,164,176,HYDROCHLOROTHIAZIDE,79,98,0.2279211529,-0.9316236541,-1,-1,-1,HYPERTENSION,HYDROCHLOROTHIAZIDE,RO-may_treat
907536,CLINDAMYCIN versus metronidazole in the treatment of BACTERIAL VAGINOSIS,BACTERIAL VAGINOSIS,53,71,CLINDAMYCIN,0,11,0,-1,-1,-1,-1,BACTERIAL VAGINOSIS,CLINDAMYCIN,RO-may_treat
907545,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,67,78,DEXTROSE,25,33,0.375,-0.8875,-1,-1,-1,HYPOGLYCEMIA,DEXTROSE,RO-may_treat
907548,"b  Class:  Antihistamines 56:22.08; First Generation Antihistamines 4:04; A04AD (ATC)  Synonyms:  dimenhy DRINATE ; Anti-nauseant; Anti-nausee; Dimenhydrinate; Dinate; Gravergol; Gravol; Nauseatol; Travel  Uses  Motion Sickness  Used principally in the prevention and treatment of nausea, VOMITING, and/or vertigo associated with motion sickness, although scopolamine, PROMETHAZINE, or meclizine may be more effective",VOMITING,289,297,PROMETHAZINE,369,381,0.1091089451,-0.9672673165,-1,-1,-1,VOMITING,PROMETHAZINE,RO-may_treat
907551,Effects of enalapril on mortality in severe CONGESTIVE HEART FAILURE: results of the cooperative North Scandinavian ENALAPRIL survival study (consensus.,CONGESTIVE HEART FAILURE,44,67,ENALAPRIL,116,125,0.316227766,-0.9051316702,-1,-1,-1,CONGESTIVE HEART FAILURE,ENALAPRIL,RO-may_treat
907557,"Gourlay GK, Kowalski SR, Plummer JL et al. The efficacy of transdermal fentanyl in the treatment of POSTOPERATIVE PAIN: a double blind comparison of FENTANYL and placebo systems.",POSTOPERATIVE PAIN,100,118,FENTANYL,149,157,0.1767766953,-0.9469669914,-1,-1,-1,PAIN,FENTANYL,RO-may_treat
907563,FOSPHENYTOIN and phenytoin in patients with STATUS EPILEPTICUS: improved tolerability versus increased costs.,STATUS EPILEPTICUS,44,61,FOSPHENYTOIN,0,12,0.1924500897,-0.9422649731,-1,-1,-1,STATUS EPILEPTICUS,FOSPHENYTOIN,RO-may_treat
907569,HYDROXYUREA in the treatment of POLYCYTHEMIA VERA: a prospective study of 100 patients over a 20 year period.,POLYCYTHEMIA VERA,32,48,HYDROXYUREA,0,11,0,-1,-1,-1,-1,POLYCYTHEMIA VERA,HYDROXYUREA,RO-may_treat
907572,"1 ,   14 ,   15 ,   17 ,   18 ,   41  Administered concomitantly with corticosteroids, AZATHIOPRINE or mercaptopurine, and/or 5-aminosalicyclates in patients with ULCERATIVE COLITIS",ULCERATIVE COLITIS,163,181,AZATHIOPRINE,87,99,0,-1,-1,-1,-1,ULCERATIVE COLITIS,AZATHIOPRINE,RO-may_treat
907579,"Abdi EA, Nguyen GK, Ludwig RN et al. Pulmonary sarcoidosis following INTERFERON THERAPY for ADVANCED RENAL CELL CARCINOMA",ADVANCED RENAL CELL CARCINOMA,92,120,INTERFERON THERAPY,69,87,0.0966736489,-0.9709979053,-1,-1,-1,RENAL CELL CARCINOMA,INTERFERON,RO-may_treat
907589,"El-Ghobarey AF, Rennie JAN, Hadidi T et al. A comparative trial of large doses of KETOPROFEN and indomethacin in the treatment of RHEUMATOID ARTHRITIS",RHEUMATOID ARTHRITIS,130,150,KETOPROFEN,82,92,0,-1,-1,-1,-1,RHEUMATOID ARTHRITIS,KETOPROFEN,RO-may_treat
907590,"van Schaik BAM, Geyskes GG, Kettner N et al. Comparison of enalapril and PROPRANOLOL in essential HYPERTENSION",HYPERTENSION,98,109,PROPRANOLOL,73,84,0.2407717062,-0.9277684881,-1,-1,-1,HYPERTENSION,PROPRANOLOL,RO-may_treat
907591,"30  Efficacy in the acute treatment of mood episodes has yet to be fully established,  31   but is considered a first line agent by the APA for the management of acute depressive episodes in patients with bipolar disorder   +    and an alternative to LITHIUM valproic acid, or divalproex in the management of patients with rapid cycling BIPOLAR DISORDER   +   , particularly in those with the bipolar 2 form of rapid cycling.",BIPOLAR DISORDER,337,352,LITHIUM,251,258,0,-1,-1,-1,-1,BIPOLAR DISORDER,LITHIUM,RO-may_treat
907593,"1]  Henzl MR, Corson SL, Moghissi K, Buttram VC, Berqvist C, Jacobson J. Administration of NASAL NAFARELIN as compared with oral danazol for ENDOMETRIOSIS",ENDOMETRIOSIS,141,153,NASAL NAFARELIN,91,106,0,-1,-1,-1,-1,ENDOMETRIOSIS,NAFARELIN,RO-may_treat
907595,"1]  Tohen M, Greil W, Calabrese JR, Sachs GS, Yatham LN, Oerlinghausen BM, et alOLANZAPINE versus lithium in the maintenance treatment of BIPOLAR DISORDER: a 12 month, randomized, double blind, controlled clinical trial.",BIPOLAR DISORDER,138,154,OLANZAPINE,80,90,0,-1,-1,-1,-1,BIPOLAR DISORDER,OLANZAPINE,RO-may_treat
907599,Safety and efficacy of controlled release MESALAMINE for maintenance of remission in ULCERATIVE COLITIS,ULCERATIVE COLITIS,85,102,MESALAMINE,42,52,0.1221694444,-0.9633491667,-1,-1,-1,ULCERATIVE COLITIS,MESALAMINE,RO-may_treat
